image_path,label,date,time,location,precipitation,cloud_cover,wind_speed
dataset\sunny\Vinh_Long_2014-03-13.jpg,sunny,2014-03-13,10:00,Vinh_Long,0.0,43.0,2.31
dataset\sunny\Vinh_Long_2014-03-14.jpg,sunny,2014-03-14,10:00,Vinh_Long,0.0,7.0,3.69
dataset\cloudy\Hue_2015-08-15.jpg,cloudy,2015-08-15,10:00,Hue,0.1,98.0,1.14
dataset\cloudy\Hue_2015-08-16.jpg,cloudy,2015-08-16,10:00,Hue,0.0,98.0,0.9
dataset\sunny\Vinh_Long_2014-03-15.jpg,sunny,2014-03-15,10:00,Vinh_Long,0.0,2.0,4.05
dataset\sunny\Vinh_Long_2014-03-17.jpg,sunny,2014-03-17,10:00,Vinh_Long,0.0,33.0,5.1
dataset\cloudy\Hue_2015-08-17.jpg,cloudy,2015-08-17,10:00,Hue,0.0,100.0,0.81
dataset\cloudy\Hue_2015-08-21.jpg,cloudy,2015-08-21,10:00,Hue,0.0,61.0,2.94
dataset\sunny\Vinh_Long_2014-03-18.jpg,sunny,2014-03-18,10:00,Vinh_Long,0.0,22.0,4.1
dataset\cloudy\Hue_2015-08-22.jpg,cloudy,2015-08-22,10:00,Hue,0.0,95.0,4.57
dataset\sunny\Vinh_Long_2014-03-19.jpg,sunny,2014-03-19,10:00,Vinh_Long,0.0,38.0,3.52
dataset\cloudy\Hue_2015-08-25.jpg,cloudy,2015-08-25,10:00,Hue,0.0,82.0,1.86
dataset\sunny\Vinh_Long_2014-03-22.jpg,sunny,2014-03-22,10:00,Vinh_Long,0.0,50.0,5.0
dataset\sunny\Vinh_Long_2014-03-23.jpg,sunny,2014-03-23,10:00,Vinh_Long,0.0,22.0,5.32
dataset\cloudy\Hue_2015-08-26.jpg,cloudy,2015-08-26,10:00,Hue,0.0,87.0,0.67
dataset\cloudy\Hue_2015-08-27.jpg,cloudy,2015-08-27,10:00,Hue,0.1,92.0,0.14
dataset\sunny\Vinh_Long_2014-03-24.jpg,sunny,2014-03-24,10:00,Vinh_Long,0.0,26.0,4.9
dataset\cloudy\Hue_2015-08-29.jpg,cloudy,2015-08-29,10:00,Hue,0.0,100.0,1.63
dataset\cloudy\Hue_2015-08-28.jpg,cloudy,2015-08-28,10:00,Hue,0.0,100.0,2.24
dataset\cloudy\Hue_2015-08-30.jpg,cloudy,2015-08-30,10:00,Hue,0.0,100.0,2.61
dataset\sunny\Vinh_Long_2014-03-27.jpg,sunny,2014-03-27,10:00,Vinh_Long,0.3,39.0,4.57
dataset\sunny\Vinh_Long_2014-03-25.jpg,sunny,2014-03-25,10:00,Vinh_Long,0.1,41.0,2.6
dataset\cloudy\Hue_2015-09-01.jpg,cloudy,2015-09-01,10:00,Hue,0.4,100.0,0.85
dataset\sunny\Vinh_Long_2014-03-30.jpg,sunny,2014-03-30,10:00,Vinh_Long,0.0,19.0,2.8
dataset\sunny\Vinh_Long_2014-03-28.jpg,sunny,2014-03-28,10:00,Vinh_Long,0.0,48.0,2.87
dataset\sunny\Vinh_Long_2014-03-29.jpg,sunny,2014-03-29,10:00,Vinh_Long,0.0,21.0,1.84
dataset\cloudy\Hue_2015-09-02.jpg,cloudy,2015-09-02,10:00,Hue,0.0,100.0,0.73
dataset\cloudy\Hue_2015-09-03.jpg,cloudy,2015-09-03,10:00,Hue,0.0,100.0,1.57
dataset\sunny\Vinh_Long_2014-04-01.jpg,sunny,2014-04-01,10:00,Vinh_Long,0.0,56.0,1.62
dataset\cloudy\Hue_2015-09-04.jpg,cloudy,2015-09-04,10:00,Hue,0.0,96.0,0.86
dataset\sunny\Vinh_Long_2014-04-09.jpg,sunny,2014-04-09,10:00,Vinh_Long,0.0,14.0,1.26
dataset\cloudy\Hue_2015-09-07.jpg,cloudy,2015-09-07,10:00,Hue,0.0,99.0,2.15
dataset\sunny\Vinh_Long_2014-04-03.jpg,sunny,2014-04-03,10:00,Vinh_Long,0.0,37.0,1.7
dataset\cloudy\Hue_2015-09-08.jpg,cloudy,2015-09-08,10:00,Hue,0.0,86.0,0.85
dataset\sunny\Vinh_Long_2014-04-10.jpg,sunny,2014-04-10,10:00,Vinh_Long,0.0,25.0,2.39
dataset\cloudy\Hue_2015-09-10.jpg,cloudy,2015-09-10,10:00,Hue,0.2,75.0,1.7
dataset\sunny\Vinh_Long_2014-04-15.jpg,sunny,2014-04-15,10:00,Vinh_Long,0.0,52.0,1.08
dataset\cloudy\Hue_2015-09-11.jpg,cloudy,2015-09-11,10:00,Hue,0.4,99.0,1.5
dataset\cloudy\Hue_2015-09-15.jpg,cloudy,2015-09-15,10:00,Hue,0.7,89.0,6.0
dataset\sunny\Vinh_Long_2014-04-22.jpg,sunny,2014-04-22,10:00,Vinh_Long,0.0,56.0,1.34
dataset\cloudy\Hue_2015-09-16.jpg,cloudy,2015-09-16,10:00,Hue,0.0,96.0,1.65
dataset\sunny\Vinh_Long_2014-04-23.jpg,sunny,2014-04-23,10:00,Vinh_Long,0.0,32.0,0.92
dataset\sunny\Vinh_Long_2014-04-24.jpg,sunny,2014-04-24,10:00,Vinh_Long,0.0,37.0,2.9
dataset\cloudy\Hue_2015-09-17.jpg,cloudy,2015-09-17,10:00,Hue,0.0,100.0,2.73
dataset\cloudy\Hue_2015-09-18.jpg,cloudy,2015-09-18,10:00,Hue,0.0,100.0,1.1
dataset\cloudy\Hue_2015-09-19.jpg,cloudy,2015-09-19,10:00,Hue,0.0,100.0,0.54
dataset\sunny\Vinh_Long_2014-04-28.jpg,sunny,2014-04-28,10:00,Vinh_Long,0.0,33.0,1.39
dataset\sunny\Vinh_Long_2014-04-30.jpg,sunny,2014-04-30,10:00,Vinh_Long,0.1,44.0,1.12
dataset\cloudy\Hue_2015-09-22.jpg,cloudy,2015-09-22,10:00,Hue,0.2,90.0,0.4
dataset\sunny\Vinh_Long_2014-05-05.jpg,sunny,2014-05-05,10:00,Vinh_Long,0.0,27.0,4.04
dataset\cloudy\Hue_2015-09-29.jpg,cloudy,2015-09-29,10:00,Hue,0.0,100.0,1.42
dataset\sunny\Vinh_Long_2014-05-06.jpg,sunny,2014-05-06,10:00,Vinh_Long,0.0,51.0,4.43
dataset\sunny\Vinh_Long_2014-05-09.jpg,sunny,2014-05-09,10:00,Vinh_Long,0.0,27.0,0.92
dataset\cloudy\Hue_2015-10-01.jpg,cloudy,2015-10-01,10:00,Hue,0.0,95.0,1.99
dataset\sunny\Vinh_Long_2014-05-08.jpg,sunny,2014-05-08,10:00,Vinh_Long,0.0,29.0,1.75
dataset\cloudy\Hue_2015-09-30.jpg,cloudy,2015-09-30,10:00,Hue,0.0,75.0,1.2
dataset\sunny\Vinh_Long_2014-05-12.jpg,sunny,2014-05-12,10:00,Vinh_Long,0.0,52.0,1.97
dataset\cloudy\Hue_2015-10-02.jpg,cloudy,2015-10-02,10:00,Hue,0.0,87.0,2.4
dataset\sunny\Vinh_Long_2014-05-14.jpg,sunny,2014-05-14,10:00,Vinh_Long,0.1,58.0,2.28
dataset\cloudy\Hue_2015-10-05.jpg,cloudy,2015-10-05,10:00,Hue,0.8,100.0,0.91
dataset\cloudy\Hue_2015-10-06.jpg,cloudy,2015-10-06,10:00,Hue,0.3,100.0,0.76
dataset\sunny\Vinh_Long_2014-05-18.jpg,sunny,2014-05-18,10:00,Vinh_Long,0.0,23.0,1.36
dataset\sunny\Vinh_Long_2014-05-22.jpg,sunny,2014-05-22,10:00,Vinh_Long,0.0,25.0,2.15
dataset\sunny\Vinh_Long_2014-05-19.jpg,sunny,2014-05-19,10:00,Vinh_Long,0.2,22.0,0.63
dataset\cloudy\Hue_2015-10-08.jpg,cloudy,2015-10-08,10:00,Hue,0.5,99.0,0.67
dataset\cloudy\Hue_2015-10-10.jpg,cloudy,2015-10-10,10:00,Hue,0.9,100.0,3.01
dataset\cloudy\Hue_2015-10-13.jpg,cloudy,2015-10-13,10:00,Hue,0.1,98.0,3.26
dataset\sunny\Vinh_Long_2014-05-31.jpg,sunny,2014-05-31,10:00,Vinh_Long,0.0,36.0,1.87
dataset\sunny\Vinh_Long_2014-05-30.jpg,sunny,2014-05-30,10:00,Vinh_Long,0.0,43.0,1.78
dataset\cloudy\Hue_2015-10-14.jpg,cloudy,2015-10-14,10:00,Hue,0.2,100.0,2.36
dataset\sunny\Vinh_Long_2014-06-01.jpg,sunny,2014-06-01,10:00,Vinh_Long,0.1,33.0,0.81
dataset\cloudy\Hue_2015-10-15.jpg,cloudy,2015-10-15,10:00,Hue,1.3,100.0,2.5
dataset\sunny\Vinh_Long_2014-06-04.jpg,sunny,2014-06-04,10:00,Vinh_Long,0.0,49.0,2.39
dataset\cloudy\Hue_2015-10-16.jpg,cloudy,2015-10-16,10:00,Hue,0.2,70.0,0.78
dataset\sunny\Vinh_Long_2014-06-05.jpg,sunny,2014-06-05,10:00,Vinh_Long,0.2,57.0,3.3
dataset\cloudy\Hue_2015-10-18.jpg,cloudy,2015-10-18,10:00,Hue,0.0,99.0,0.36
dataset\sunny\Vinh_Long_2014-06-06.jpg,sunny,2014-06-06,10:00,Vinh_Long,0.0,51.0,4.02
dataset\cloudy\Hue_2015-10-19.jpg,cloudy,2015-10-19,10:00,Hue,0.0,100.0,2.06
dataset\cloudy\Hue_2015-10-21.jpg,cloudy,2015-10-21,10:00,Hue,0.0,100.0,0.67
dataset\sunny\Vinh_Long_2014-07-02.jpg,sunny,2014-07-02,10:00,Vinh_Long,0.2,40.0,4.2
dataset\sunny\Vinh_Long_2014-06-24.jpg,sunny,2014-06-24,10:00,Vinh_Long,0.1,20.0,4.3
dataset\cloudy\Hue_2015-10-28.jpg,cloudy,2015-10-28,10:00,Hue,0.0,64.0,2.02
dataset\sunny\Vinh_Long_2014-07-04.jpg,sunny,2014-07-04,10:00,Vinh_Long,0.1,47.0,4.06
dataset\cloudy\Hue_2015-10-30.jpg,cloudy,2015-10-30,10:00,Hue,0.0,79.0,3.06
dataset\cloudy\Hue_2015-10-31.jpg,cloudy,2015-10-31,10:00,Hue,0.1,67.0,3.01
dataset\cloudy\Hue_2015-11-01.jpg,cloudy,2015-11-01,10:00,Hue,1.3,90.0,3.52
dataset\sunny\Vinh_Long_2014-08-22.jpg,sunny,2014-08-22,10:00,Vinh_Long,0.0,59.0,0.85
dataset\cloudy\Hue_2015-11-02.jpg,cloudy,2015-11-02,10:00,Hue,1.8,72.0,4.75
dataset\cloudy\Hue_2015-11-03.jpg,cloudy,2015-11-03,10:00,Hue,0.2,64.0,3.48
dataset\sunny\Vinh_Long_2014-08-23.jpg,sunny,2014-08-23,10:00,Vinh_Long,0.0,25.0,1.03
dataset\sunny\Vinh_Long_2014-09-20.jpg,sunny,2014-09-20,10:00,Vinh_Long,0.1,24.0,1.6
dataset\sunny\Vinh_Long_2014-09-23.jpg,sunny,2014-09-23,10:00,Vinh_Long,0.0,22.0,2.83
dataset\sunny\Vinh_Long_2014-09-25.jpg,sunny,2014-09-25,10:00,Vinh_Long,0.0,29.0,1.65
dataset\sunny\Vinh_Long_2014-09-24.jpg,sunny,2014-09-24,10:00,Vinh_Long,0.0,21.0,2.39
dataset\sunny\Vinh_Long_2014-09-29.jpg,sunny,2014-09-29,10:00,Vinh_Long,0.0,37.0,0.61
dataset\cloudy\Hue_2015-11-07.jpg,cloudy,2015-11-07,10:00,Hue,0.0,96.0,1.84
dataset\cloudy\Hue_2015-11-06.jpg,cloudy,2015-11-06,10:00,Hue,0.0,84.0,2.84
dataset\sunny\Vinh_Long_2014-09-30.jpg,sunny,2014-09-30,10:00,Vinh_Long,0.0,22.0,1.46
dataset\cloudy\Hue_2015-11-11.jpg,cloudy,2015-11-11,10:00,Hue,0.0,82.0,3.23
dataset\cloudy\Hue_2015-11-12.jpg,cloudy,2015-11-12,10:00,Hue,0.0,88.0,3.54
dataset\cloudy\Hue_2015-11-13.jpg,cloudy,2015-11-13,10:00,Hue,0.0,86.0,1.32
dataset\sunny\Vinh_Long_2014-10-10.jpg,sunny,2014-10-10,10:00,Vinh_Long,0.2,23.0,1.77
dataset\sunny\Vinh_Long_2014-10-14.jpg,sunny,2014-10-14,10:00,Vinh_Long,0.0,4.0,3.28
dataset\cloudy\Hue_2015-11-10.jpg,cloudy,2015-11-10,10:00,Hue,0.0,88.0,2.75
dataset\cloudy\Hue_2015-11-21.jpg,cloudy,2015-11-21,10:00,Hue,0.1,77.0,2.52
dataset\sunny\Vinh_Long_2014-10-03.jpg,sunny,2014-10-03,10:00,Vinh_Long,0.0,56.0,0.5
dataset\cloudy\Hue_2015-11-22.jpg,cloudy,2015-11-22,10:00,Hue,0.2,96.0,1.44
dataset\sunny\Vinh_Long_2014-10-25.jpg,sunny,2014-10-25,10:00,Vinh_Long,0.0,43.0,2.36
dataset\sunny\Vinh_Long_2014-10-27.jpg,sunny,2014-10-27,10:00,Vinh_Long,0.0,29.0,1.81
dataset\cloudy\Hue_2015-11-27.jpg,cloudy,2015-11-27,10:00,Hue,1.9,92.0,5.48
dataset\sunny\Vinh_Long_2014-10-29.jpg,sunny,2014-10-29,10:00,Vinh_Long,0.0,39.0,0.94
dataset\cloudy\Hue_2015-11-25.jpg,cloudy,2015-11-25,10:00,Hue,1.5,76.0,3.03
dataset\sunny\Vinh_Long_2014-10-28.jpg,sunny,2014-10-28,10:00,Vinh_Long,0.0,34.0,1.08
dataset\cloudy\Hue_2015-11-28.jpg,cloudy,2015-11-28,10:00,Hue,1.1,88.0,4.78
dataset\cloudy\Hue_2015-11-29.jpg,cloudy,2015-11-29,10:00,Hue,0.2,68.0,3.41
dataset\sunny\Vinh_Long_2014-11-04.jpg,sunny,2014-11-04,10:00,Vinh_Long,0.4,34.0,0.61
dataset\cloudy\Hue_2015-12-06.jpg,cloudy,2015-12-06,10:00,Hue,1.4,100.0,6.61
dataset\sunny\Vinh_Long_2014-11-09.jpg,sunny,2014-11-09,10:00,Vinh_Long,0.0,26.0,3.1
dataset\sunny\Vinh_Long_2014-11-06.jpg,sunny,2014-11-06,10:00,Vinh_Long,0.2,30.0,1.08
dataset\cloudy\Hue_2015-12-05.jpg,cloudy,2015-12-05,10:00,Hue,0.2,85.0,5.24
dataset\sunny\Vinh_Long_2014-11-12.jpg,sunny,2014-11-12,10:00,Vinh_Long,0.0,49.0,1.08
dataset\cloudy\Hue_2015-12-07.jpg,cloudy,2015-12-07,10:00,Hue,1.3,100.0,4.21
dataset\sunny\Vinh_Long_2014-11-11.jpg,sunny,2014-11-11,10:00,Vinh_Long,0.0,21.0,1.75
dataset\cloudy\Hue_2015-12-08.jpg,cloudy,2015-12-08,10:00,Hue,0.4,98.0,1.7
dataset\sunny\Vinh_Long_2014-11-14.jpg,sunny,2014-11-14,10:00,Vinh_Long,0.1,27.0,2.33
dataset\sunny\Vinh_Long_2014-11-13.jpg,sunny,2014-11-13,10:00,Vinh_Long,0.0,48.0,1.7
dataset\cloudy\Hue_2015-12-09.jpg,cloudy,2015-12-09,10:00,Hue,0.0,100.0,4.4
dataset\sunny\Vinh_Long_2014-11-15.jpg,sunny,2014-11-15,10:00,Vinh_Long,0.1,40.0,1.98
dataset\sunny\Vinh_Long_2014-11-16.jpg,sunny,2014-11-16,10:00,Vinh_Long,0.0,17.0,2.48
dataset\cloudy\Hue_2015-12-11.jpg,cloudy,2015-12-11,10:00,Hue,0.0,86.0,2.04
dataset\sunny\Vinh_Long_2014-11-17.jpg,sunny,2014-11-17,10:00,Vinh_Long,0.0,17.0,2.06
dataset\cloudy\Hue_2015-12-17.jpg,cloudy,2015-12-17,10:00,Hue,0.4,100.0,5.22
dataset\sunny\Vinh_Long_2014-11-24.jpg,sunny,2014-11-24,10:00,Vinh_Long,0.0,58.0,1.02
dataset\cloudy\Hue_2015-12-15.jpg,cloudy,2015-12-15,10:00,Hue,0.5,62.0,2.84
dataset\cloudy\Hue_2015-12-18.jpg,cloudy,2015-12-18,10:00,Hue,0.2,100.0,1.71
dataset\cloudy\Hue_2015-12-19.jpg,cloudy,2015-12-19,10:00,Hue,0.3,95.0,3.44
dataset\sunny\Vinh_Long_2014-12-01.jpg,sunny,2014-12-01,10:00,Vinh_Long,0.0,55.0,0.81
dataset\sunny\Vinh_Long_2014-12-02.jpg,sunny,2014-12-02,10:00,Vinh_Long,0.2,41.0,0.67
dataset\cloudy\Hue_2015-12-20.jpg,cloudy,2015-12-20,10:00,Hue,0.5,96.0,2.62
dataset\cloudy\Hue_2015-12-21.jpg,cloudy,2015-12-21,10:00,Hue,1.6,100.0,3.45
dataset\sunny\Vinh_Long_2014-12-03.jpg,sunny,2014-12-03,10:00,Vinh_Long,0.2,42.0,1.28
dataset\sunny\Vinh_Long_2014-12-06.jpg,sunny,2014-12-06,10:00,Vinh_Long,0.1,54.0,1.04
dataset\cloudy\Hue_2015-12-23.jpg,cloudy,2015-12-23,10:00,Hue,0.0,83.0,0.91
dataset\cloudy\Hue_2015-12-22.jpg,cloudy,2015-12-22,10:00,Hue,0.0,100.0,2.72
dataset\sunny\Vinh_Long_2014-12-08.jpg,sunny,2014-12-08,10:00,Vinh_Long,0.0,18.0,0.71
dataset\sunny\Vinh_Long_2014-12-10.jpg,sunny,2014-12-10,10:00,Vinh_Long,0.0,46.0,2.79
dataset\cloudy\Hue_2015-12-28.jpg,cloudy,2015-12-28,10:00,Hue,0.4,79.0,1.82
dataset\cloudy\Hue_2015-12-27.jpg,cloudy,2015-12-27,10:00,Hue,0.0,86.0,3.78
dataset\sunny\Vinh_Long_2014-12-14.jpg,sunny,2014-12-14,10:00,Vinh_Long,0.0,8.0,2.73
dataset\cloudy\Hue_2015-12-29.jpg,cloudy,2015-12-29,10:00,Hue,0.2,93.0,3.26
dataset\sunny\Vinh_Long_2014-12-15.jpg,sunny,2014-12-15,10:00,Vinh_Long,0.0,52.0,1.08
dataset\cloudy\Hue_2015-12-30.jpg,cloudy,2015-12-30,10:00,Hue,0.4,100.0,4.47
dataset\sunny\Vinh_Long_2014-12-25.jpg,sunny,2014-12-25,10:00,Vinh_Long,0.0,24.0,3.16
dataset\cloudy\Hue_2015-12-31.jpg,cloudy,2015-12-31,10:00,Hue,0.7,88.0,4.78
dataset\sunny\Vinh_Long_2014-12-20.jpg,sunny,2014-12-20,10:00,Vinh_Long,0.0,35.0,2.56
dataset\cloudy\Da_Lat_2013-01-03.jpg,cloudy,2013-01-03,10:00,Da_Lat,0.2,100.0,4.69
dataset\sunny\Vinh_Long_2014-12-24.jpg,sunny,2014-12-24,10:00,Vinh_Long,0.0,58.0,1.77
dataset\sunny\Vinh_Long_2014-12-26.jpg,sunny,2014-12-26,10:00,Vinh_Long,0.0,54.0,2.5
dataset\cloudy\Da_Lat_2013-01-05.jpg,cloudy,2013-01-05,10:00,Da_Lat,0.0,100.0,3.26
dataset\cloudy\Da_Lat_2013-01-04.jpg,cloudy,2013-01-04,10:00,Da_Lat,0.0,100.0,3.94
dataset\sunny\Vinh_Long_2015-01-15.jpg,sunny,2015-01-15,10:00,Vinh_Long,0.0,55.0,1.8
dataset\sunny\Vinh_Long_2015-01-17.jpg,sunny,2015-01-17,10:00,Vinh_Long,0.0,9.0,1.27
dataset\cloudy\Da_Lat_2013-01-08.jpg,cloudy,2013-01-08,10:00,Da_Lat,0.0,95.0,3.32
dataset\cloudy\Da_Lat_2013-01-10.jpg,cloudy,2013-01-10,10:00,Da_Lat,0.0,99.0,4.06
dataset\sunny\Vinh_Long_2015-01-16.jpg,sunny,2015-01-16,10:00,Vinh_Long,0.0,33.0,0.58
dataset\sunny\Vinh_Long_2015-01-23.jpg,sunny,2015-01-23,10:00,Vinh_Long,0.0,14.0,1.61
dataset\cloudy\Da_Lat_2013-01-15.jpg,cloudy,2013-01-15,10:00,Da_Lat,0.0,92.0,3.04
dataset\cloudy\Da_Lat_2013-01-17.jpg,cloudy,2013-01-17,10:00,Da_Lat,0.0,93.0,3.72
dataset\cloudy\Da_Lat_2013-01-16.jpg,cloudy,2013-01-16,10:00,Da_Lat,0.0,75.0,3.94
dataset\sunny\Vinh_Long_2015-01-27.jpg,sunny,2015-01-27,10:00,Vinh_Long,0.0,9.0,2.68
dataset\sunny\Vinh_Long_2015-01-31.jpg,sunny,2015-01-31,10:00,Vinh_Long,0.0,9.0,2.94
dataset\sunny\Vinh_Long_2015-01-28.jpg,sunny,2015-01-28,10:00,Vinh_Long,0.0,41.0,3.07
dataset\cloudy\Da_Lat_2013-01-21.jpg,cloudy,2013-01-21,10:00,Da_Lat,0.0,95.0,2.46
dataset\sunny\Vinh_Long_2015-02-01.jpg,sunny,2015-02-01,10:00,Vinh_Long,0.0,40.0,1.73
dataset\cloudy\Da_Lat_2013-01-25.jpg,cloudy,2013-01-25,10:00,Da_Lat,0.0,95.0,4.12
dataset\sunny\Vinh_Long_2015-02-05.jpg,sunny,2015-02-05,10:00,Vinh_Long,0.0,1.0,2.33
dataset\cloudy\Da_Lat_2013-01-28.jpg,cloudy,2013-01-28,10:00,Da_Lat,0.0,92.0,3.78
dataset\cloudy\Da_Lat_2013-02-02.jpg,cloudy,2013-02-02,10:00,Da_Lat,0.0,65.0,2.73
dataset\sunny\Vinh_Long_2015-02-06.jpg,sunny,2015-02-06,10:00,Vinh_Long,0.0,0.0,2.02
dataset\sunny\Vinh_Long_2015-02-07.jpg,sunny,2015-02-07,10:00,Vinh_Long,0.0,1.0,3.01
dataset\cloudy\Da_Lat_2013-02-06.jpg,cloudy,2013-02-06,10:00,Da_Lat,0.0,87.0,1.3
dataset\cloudy\Da_Lat_2013-02-07.jpg,cloudy,2013-02-07,10:00,Da_Lat,0.0,85.0,0.92
dataset\sunny\Vinh_Long_2015-02-08.jpg,sunny,2015-02-08,10:00,Vinh_Long,0.0,0.0,3.67
dataset\cloudy\Da_Lat_2013-02-08.jpg,cloudy,2013-02-08,10:00,Da_Lat,0.0,85.0,2.72
dataset\sunny\Vinh_Long_2015-02-10.jpg,sunny,2015-02-10,10:00,Vinh_Long,0.0,18.0,1.91
dataset\cloudy\Da_Lat_2013-02-14.jpg,cloudy,2013-02-14,10:00,Da_Lat,0.1,68.0,4.19
dataset\cloudy\Da_Lat_2013-02-20.jpg,cloudy,2013-02-20,10:00,Da_Lat,0.0,95.0,3.76
dataset\cloudy\Da_Lat_2013-02-16.jpg,cloudy,2013-02-16,10:00,Da_Lat,0.0,89.0,4.4
dataset\sunny\Vinh_Long_2015-02-11.jpg,sunny,2015-02-11,10:00,Vinh_Long,0.0,7.0,2.34
dataset\sunny\Vinh_Long_2015-02-13.jpg,sunny,2015-02-13,10:00,Vinh_Long,0.0,7.0,3.79
dataset\sunny\Vinh_Long_2015-02-12.jpg,sunny,2015-02-12,10:00,Vinh_Long,0.0,0.0,2.8
dataset\cloudy\Da_Lat_2013-02-21.jpg,cloudy,2013-02-21,10:00,Da_Lat,0.0,99.0,5.89
dataset\sunny\Vinh_Long_2015-02-14.jpg,sunny,2015-02-14,10:00,Vinh_Long,0.0,51.0,4.56
dataset\sunny\Vinh_Long_2015-02-17.jpg,sunny,2015-02-17,10:00,Vinh_Long,0.0,58.0,4.0
dataset\sunny\Vinh_Long_2015-02-22.jpg,sunny,2015-02-22,10:00,Vinh_Long,0.0,50.0,2.63
dataset\cloudy\Da_Lat_2013-02-23.jpg,cloudy,2013-02-23,10:00,Da_Lat,1.5,100.0,4.76
dataset\cloudy\Da_Lat_2013-02-24.jpg,cloudy,2013-02-24,10:00,Da_Lat,0.3,78.0,5.79
dataset\sunny\Vinh_Long_2015-02-26.jpg,sunny,2015-02-26,10:00,Vinh_Long,0.0,58.0,3.05
dataset\cloudy\Da_Lat_2013-02-26.jpg,cloudy,2013-02-26,10:00,Da_Lat,0.0,83.0,4.24
dataset\cloudy\Da_Lat_2013-02-25.jpg,cloudy,2013-02-25,10:00,Da_Lat,0.0,91.0,5.02
dataset\sunny\Vinh_Long_2015-02-27.jpg,sunny,2015-02-27,10:00,Vinh_Long,0.3,47.0,3.83
dataset\sunny\Vinh_Long_2015-03-04.jpg,sunny,2015-03-04,10:00,Vinh_Long,0.0,46.0,1.39
dataset\sunny\Vinh_Long_2015-03-02.jpg,sunny,2015-03-02,10:00,Vinh_Long,0.0,60.0,4.83
dataset\cloudy\Da_Lat_2013-03-02.jpg,cloudy,2013-03-02,10:00,Da_Lat,0.0,97.0,2.71
dataset\cloudy\Da_Lat_2013-03-03.jpg,cloudy,2013-03-03,10:00,Da_Lat,0.0,95.0,4.39
dataset\cloudy\Da_Lat_2013-03-04.jpg,cloudy,2013-03-04,10:00,Da_Lat,0.0,77.0,6.18
dataset\cloudy\Da_Lat_2013-03-10.jpg,cloudy,2013-03-10,10:00,Da_Lat,0.0,69.0,0.9
dataset\sunny\Vinh_Long_2015-03-05.jpg,sunny,2015-03-05,10:00,Vinh_Long,0.0,38.0,2.95
dataset\sunny\Vinh_Long_2015-03-06.jpg,sunny,2015-03-06,10:00,Vinh_Long,0.0,35.0,3.61
dataset\cloudy\Da_Lat_2013-03-25.jpg,cloudy,2013-03-25,10:00,Da_Lat,0.0,71.0,1.77
dataset\sunny\Vinh_Long_2015-03-15.jpg,sunny,2015-03-15,10:00,Vinh_Long,0.0,40.0,3.28
dataset\sunny\Vinh_Long_2015-03-07.jpg,sunny,2015-03-07,10:00,Vinh_Long,0.0,26.0,3.23
dataset\cloudy\Da_Lat_2013-03-27.jpg,cloudy,2013-03-27,10:00,Da_Lat,0.3,88.0,1.43
dataset\cloudy\Da_Lat_2013-03-31.jpg,cloudy,2013-03-31,10:00,Da_Lat,0.2,89.0,1.71
dataset\sunny\Vinh_Long_2015-03-19.jpg,sunny,2015-03-19,10:00,Vinh_Long,0.0,43.0,1.43
dataset\cloudy\Da_Lat_2013-04-02.jpg,cloudy,2013-04-02,10:00,Da_Lat,0.2,85.0,2.62
dataset\sunny\Vinh_Long_2015-03-16.jpg,sunny,2015-03-16,10:00,Vinh_Long,0.0,37.0,2.26
dataset\cloudy\Da_Lat_2013-04-03.jpg,cloudy,2013-04-03,10:00,Da_Lat,0.0,96.0,1.52
dataset\cloudy\Da_Lat_2013-04-04.jpg,cloudy,2013-04-04,10:00,Da_Lat,0.0,83.0,1.13
dataset\cloudy\Da_Lat_2013-04-05.jpg,cloudy,2013-04-05,10:00,Da_Lat,0.0,71.0,1.77
dataset\cloudy\Da_Lat_2013-04-08.jpg,cloudy,2013-04-08,10:00,Da_Lat,0.2,75.0,1.68
dataset\sunny\Vinh_Long_2015-03-23.jpg,sunny,2015-03-23,10:00,Vinh_Long,0.0,23.0,3.76
dataset\sunny\Vinh_Long_2015-03-22.jpg,sunny,2015-03-22,10:00,Vinh_Long,0.0,48.0,3.81
dataset\cloudy\Da_Lat_2013-04-07.jpg,cloudy,2013-04-07,10:00,Da_Lat,0.0,78.0,2.08
dataset\sunny\Vinh_Long_2015-03-21.jpg,sunny,2015-03-21,10:00,Vinh_Long,0.0,59.0,3.01
dataset\sunny\Vinh_Long_2015-03-25.jpg,sunny,2015-03-25,10:00,Vinh_Long,0.0,19.0,5.08
dataset\sunny\Vinh_Long_2015-03-24.jpg,sunny,2015-03-24,10:00,Vinh_Long,0.0,33.0,4.04
dataset\cloudy\Da_Lat_2013-04-10.jpg,cloudy,2013-04-10,10:00,Da_Lat,0.3,97.0,2.84
dataset\sunny\Vinh_Long_2015-03-26.jpg,sunny,2015-03-26,10:00,Vinh_Long,0.0,22.0,4.27
dataset\cloudy\Da_Lat_2013-04-09.jpg,cloudy,2013-04-09,10:00,Da_Lat,0.4,93.0,2.0
dataset\cloudy\Da_Lat_2013-04-12.jpg,cloudy,2013-04-12,10:00,Da_Lat,0.3,99.0,4.08
dataset\sunny\Vinh_Long_2015-03-28.jpg,sunny,2015-03-28,10:00,Vinh_Long,0.0,60.0,4.75
